segment,reproduction_label,exact_reproduction_label,classification,scope,model,feature_group,prediction_rows,bets,profit,roi,z_score,max_drawdown,average_odds,average_edge,exact_old_feature_count,cleaned_2025_rows,scored_years,missing_scheduled_years,decision
all,exact_v3_reproduction,exact_v3_reproduction,research_only,scope_C_top_divisions_ex_e1_e2_e3,xgboost_market_residual_multiclass,v3_tm_plus_clubelo_core_staleness,12760,989,56.14999999999999,0.056774519716885734,1.8206704655423265,-23.03,1.9822750252780588,0.01796327581468509,220,0,2021|2022|2023|2024,2025,v3_exact_survives_research_only
