prediction_rows,model_log_loss,model_brier,model_ece,model_accuracy,market_log_loss,market_brier,market_ece,market_accuracy,delta_log_loss,delta_brier,delta_ece,delta_accuracy,bets,profit,roi,z_score,max_drawdown,positive_test_years,positive_leagues,best_year_profit_share,best_league_profit_share,bootstrap_iterations,bootstrap_clusters,bootstrap_profit_mean,bootstrap_profit_ci_low,bootstrap_profit_ci_high,bootstrap_roi_mean,bootstrap_roi_ci_low,bootstrap_roi_ci_high,bootstrap_prob_profit_positive
15786,0.9561062265127309,0.5668208330275832,0.004925933009955162,0.5473837577600406,0.9565317213227372,0.5672845654544832,0.0177774939773153,0.5473204104903079,-0.0004254948100063105,-0.0004637324269000098,-0.012851560967360138,6.334726973267202e-05,1182,13.310000000000002,0.011260575296108292,0.44881976133007406,-39.09,2,6,0.5456626812515899,0.491725768321513,2000,4,14.42501000000001,-51.99999999999999,78.62,0.016286596952072248,-0.03480589022757697,0.09036781609195403,0.7
